year,title,genre
1970,Love Story,Drame
1970,Love Story,Romance
1970,Airport,Action
1970,Airport,Drame
1970,Airport,Thriller
1970,MASH,Comédie
1970,MASH,Drame
1970,MASH,Guerre
1970,Patton,Biographie
1970,Patton,Drame
1970,Patton,Guerre
1970,The AristoCats,Animation
1970,The AristoCats,Aventure
1970,The AristoCats,Comédie
1970,Little Big Man,Aventure
1970,Little Big Man,Comédie
1970,Little Big Man,Drame
1970,Tora! Tora! Tora!,Action
1970,Tora! Tora! Tora!,Drame
1970,Tora! Tora! Tora!,Histoire
1970,Catch-22,Comédie
1970,Catch-22,Drame
1970,Catch-22,Guerre
1970,The Owl and the Pussycat,Comédie
1970,Joe,Drame
1970,Joe,Thriller
1970,Beneath the Planet of the Apes,Action
1970,Beneath the Planet of the Apes,Aventure
1970,Beneath the Planet of the Apes,Science-fiction
1970,The Boatniks,Famille
1970,The Boatniks,Comédie
1970,On a Clear Day You Can See Forever,Comédie
1970,On a Clear Day You Can See Forever,Drame
1970,On a Clear Day You Can See Forever,Fantaisie
1970,Two Mules for Sister Sara,Aventure
1970,Two Mules for Sister Sara,Romance
1970,Two Mules for Sister Sara,Guerre
1970,Rio Lobo,Aventure
1970,Rio Lobo,Romance
1970,Rio Lobo,Guerre
1970,Beyond the Valley of the Dolls,Comédie
1970,Beyond the Valley of the Dolls,Drame
1970,Beyond the Valley of the Dolls,Musique
1970,Myra Breckinridge,Comédie
1970,The Boys in the Band,Drame
1970,Chisum,Biographie
1970,Chisum,Western
1970,They Call Me Mister Tibbs!,Policier
1970,They Call Me Mister Tibbs!,Drame
1970,They Call Me Mister Tibbs!,Mystère
1970,Cotton Comes to Harlem,Action
1970,Cotton Comes to Harlem,Comédie
1970,Cotton Comes to Harlem,Policier
1970,The Out of Towners,Comédie
1970,Five Easy Pieces,Drame
1970,Getting Straight,Comédie
1970,Getting Straight,Drame
1970,Getting Straight,Romance
1970,The Ballad of Cable Hogue,Comédie
1970,The Ballad of Cable Hogue,Drame
1970,The Ballad of Cable Hogue,Romance
1970,The Private Life of Sherlock Holmes,Aventure
1970,The Private Life of Sherlock Holmes,Comédie
1970,The Private Life of Sherlock Holmes,Policier
1970,The Only Game in Town,Comédie
1970,The Only Game in Town,Drame
1970,The Only Game in Town,Romance
1970,The Adventurers,Action
1970,The Adventurers,Aventure
1970,The Adventurers,Drame
1970,Diary of a Mad Housewife,Comédie
1970,Diary of a Mad Housewife,Drame
1970,Darling Lili,Comédie
1970,Darling Lili,Drame
1970,Darling Lili,Comédie musicale
1970,The Great White Hope,Drame
1970,The Great White Hope,Romance
1970,The Great White Hope,Sport
1970,A Man Called Horse,Aventure
1970,A Man Called Horse,Drame
1970,A Man Called Horse,Western
1970,The Twelve Chairs,Comédie
1970,Little Fauss and Big Halsy,Drame
1970,Song of Norway,Biographie
1970,Song of Norway,Drame
1970,Song of Norway,Comédie musicale
1970,Watermelon Man,Comédie
1970,Trash,Drame
1970,Kelly's Heroes,Aventure
1970,Kelly's Heroes,Comédie
1970,Kelly's Heroes,Guerre
1970,...tick... tick... tick...,Drame
1970,...tick... tick... tick...,Action
1970,Where's Poppa?,Comédie
1970,Cromwell,Biographie
1970,Cromwell,Drame
1970,Cromwell,Histoire
1970,Zabriskie Point,Drame
1970,The Landlord,Comédie
1970,The Landlord,Drame
1970,The Landlord,Romance
1970,Loving,Comédie
1970,Loving,Drame
1970,The Strawberry Statement,Drame
1970,The Strawberry Statement,Romance
1970,Threesome,Drame
1970,El Condor,Action
1970,El Condor,Aventure
1970,El Condor,Romance
1970,I Never Sang for My Father,Drame
1970,There Was a Crooked Man...,Comédie
1970,There Was a Crooked Man...,Western
1970,Soldier Blue,Western
1971,Billy Jack,Action
1971,Billy Jack,Drame
1971,Billy Jack,Western
1971,Fiddler on the Roof,Drame
1971,Fiddler on the Roof,Famille
1971,Fiddler on the Roof,Comédie musicale
1971,Dirty Harry,Action
1971,Dirty Harry,Policier
1971,Dirty Harry,Thriller
1971,The Last Picture Show,Drame
1971,The Last Picture Show,Romance
1971,Carnal Knowledge,Drame
1971,The Hospital,Comédie
1971,The Hospital,Drame
1971,The Hospital,Mystère
1971,Willard,Horreur
1971,Bedknobs and Broomsticks,Animation
1971,Bedknobs and Broomsticks,Aventure
1971,Bedknobs and Broomsticks,Comédie
1971,Shaft,Action
1971,Shaft,Policier
1971,Shaft,Thriller
1971,Sweet Sweetback's Baadasssss Song,Action
1971,Sweet Sweetback's Baadasssss Song,Policier
1971,Sweet Sweetback's Baadasssss Song,Drame
1971,Klute,Policier
1971,Klute,Mystère
1971,Klute,Thriller
1971,Escape from the Planet of the Apes,Action
1971,Escape from the Planet of the Apes,Science-fiction
1971,Cold Turkey,Comédie
1971,Play Misty for Me,Drame
1971,Play Misty for Me,Thriller
1971,Bananas,Comédie
1971,The Million Dollar Duck,Comédie
1971,The Million Dollar Duck,Famille
1971,The Million Dollar Duck,Science-fiction
1971,The Anderson Tapes,Action
1971,The Anderson Tapes,Policier
1971,The Anderson Tapes,Thriller
1971,The Big Doll House,Action
1971,The Big Doll House,Drame
1971,The Big Doll House,Thriller
1971,The Omega Man,Action
1971,The Omega Man,Drame
1971,The Omega Man,Science-fiction
1971,McCabe & Mrs. Miller,Drame
1971,McCabe & Mrs. Miller,Western
1971,Big Jake,Western
1971,Lawman,Aventure
1971,Lawman,Western
1971,Willy Wonka & the Chocolate Factory,Famille
1971,Willy Wonka & the Chocolate Factory,Fantaisie
1971,Willy Wonka & the Chocolate Factory,Comédie musicale
1971,THX 1138,Drame
1971,THX 1138,Science-fiction
1971,THX 1138,Thriller
1971,Honey Britches,Comédie
1971,Honey Britches,Horreur
1971,Honey Britches,Thriller
1971,Octaman,Science-fiction
1971,Octaman,Horreur
1971,Doctors' Wives,Drame
1971,The Last Valley,Aventure
1971,The Last Valley,Drame
1971,The Last Valley,Guerre
1971,The Statue,Comédie
1971,Zachariah,Comédie
1971,Zachariah,Drame
1971,Zachariah,Comédie musicale
1971,Wake in Fright,Drame
1971,Wake in Fright,Thriller
1971,Pink Narcissus,Drame
1971,Pink Narcissus,Fantaisie
1971,Santa's Christmas Elf (Named Calvin),Animation
1971,Santa's Christmas Elf (Named Calvin),Aventure
1971,Santa's Christmas Elf (Named Calvin),Famille
1971,Grease,Action
1971,Sex-Export aus Amsterdam,Comédie
1971,The Young Hitchikers,Comédie
1971,Delusion of the Fury: A Ritual of Dream and Delusion,Musique
1971,"Secret Places, Secret Things",Drame
1971,Nympho Cycler,Comédie
1971,Void Where Prohibited by Law,Comédie
1972,The Godfather,Policier
1972,The Godfather,Drame
1972,The Poseidon Adventure,Action
1972,The Poseidon Adventure,Aventure
1972,The Poseidon Adventure,Drame
1972,Jeremiah Johnson,Aventure
1972,Jeremiah Johnson,Drame
1972,Jeremiah Johnson,Western
1972,Cabaret,Drame
1972,Cabaret,Comédie musicale
1972,The Getaway,Action
1972,The Getaway,Policier
1972,The Getaway,Thriller
1972,Fritz the Cat,Animation
1972,Fritz the Cat,Comédie
1972,Fritz the Cat,Drame
1972,Pete 'n' Tillie,Comédie
1972,Pete 'n' Tillie,Drame
1972,Pete 'n' Tillie,Romance
1972,The Cowboys,Aventure
1972,The Cowboys,Drame
1972,The Cowboys,Western
1972,The Heartbreak Kid,Comédie
1972,The Heartbreak Kid,Drame
1972,The Heartbreak Kid,Romance
1972,Shaft's Big Score!,Action
1972,Shaft's Big Score!,Policier
1972,Shaft's Big Score!,Drame
1972,Conquest of the Planet of the Apes,Action
1972,Conquest of the Planet of the Apes,Science-fiction
1972,1776,Drame
1972,1776,Famille
1972,1776,Histoire
1972,Avanti!,Comédie
1972,Avanti!,Romance
1972,The Last House on the Left,Horreur
1972,The Last House on the Left,Thriller
1972,Blacula,Fantaisie
1972,Blacula,Horreur
1972,Blacula,Romance
1972,Pink Flamingos,Comédie
1972,Pink Flamingos,Policier
1972,Grease 2,Action
1972,Don Quixote,Drame
1972,The Curse of a Faithful Wife,Comédie
1972,Call Me by My Rightful Name,Drame
1972,The Rapture,Thriller
1972,Boots and the Preacher,Policier
1972,Boots and the Preacher,Drame
1972,The Legend of Amaluk: An Arctic Odyssey,Aventure
1972,The Legend of Amaluk: An Arctic Odyssey,Famille
1972,Yao of the Jungle,Aventure
1972,Did Baby Shoot Her Sugardaddy?,Comédie
1972,Did Baby Shoot Her Sugardaddy?,Policier
1972,Run Before the Wind,Drame
1972,The Circle,Drame
1972,The Circle,Romance
1972,Winter Love,Drame
1972,A Clock Work Blue,Comédie
1972,A Clock Work Blue,Fantaisie
1972,Class of '74,Drame
1972,Class of '74,Romance
1972,Savage Connection,Drame
1972,Country Music,Comédie musicale
1972,The Bagel Report,Comédie
1972,Willy's Gone,Drame
1972,A Ton of Grass Goes to Pot,Action
1972,A Ton of Grass Goes to Pot,Comédie
1972,Floyd Patterson vs. Pedro Agosto,Sport
1972,The Suckers,Thriller
1972,It's... Francy's Friday,Drame
1972,Karen and the Carpenter,Romance
1972,A Day at the White House,Comédie
1972,Runaway Hormones,Comédie
1972,A Hard Ride to the Movies,Action
1972,Fongaluli,Fantaisie
1972,The Tournament,Action
1973,The Exorcist,Horreur
1973,The Sting,Comédie
1973,The Sting,Policier
1973,The Sting,Drame
1973,American Graffiti,Comédie
1973,American Graffiti,Drame
1973,Papillon,Biographie
1973,Papillon,Policier
1973,Papillon,Drame
1973,Robin Hood,Animation
1973,Robin Hood,Aventure
1973,Robin Hood,Comédie
1973,Paper Moon,Comédie
1973,Paper Moon,Drame
1973,Serpico,Biographie
1973,Serpico,Policier
1973,Serpico,Drame
1973,Enter the Dragon,Action
1973,Enter the Dragon,Policier
1973,Enter the Dragon,Drame
1973,Jesus Christ Superstar,Drame
1973,Jesus Christ Superstar,Histoire
1973,Jesus Christ Superstar,Comédie musicale
1973,The Three Musketeers,Action
1973,The Three Musketeers,Aventure
1973,Westworld,Action
1973,Westworld,Science-fiction
1973,Westworld,Thriller
1973,High Plains Drifter,Drame
1973,High Plains Drifter,Mystère
1973,High Plains Drifter,Western
1973,Class of '44,Drame
1973,Flesh for Frankenstein,Horreur
1973,Battle for the Planet of the Apes,Action
1973,Battle for the Planet of the Apes,Science-fiction
1973,Lost Horizon,Aventure
1973,Lost Horizon,Drame
1973,Lost Horizon,Fantaisie
1973,Charlotte's Web,Animation
1973,Charlotte's Web,Famille
1973,Charlotte's Web,Comédie musicale
1973,Detroit 9000,Policier
1973,Detroit 9000,Drame
1973,Detroit 9000,Action
1973,Mean Streets,Policier
1973,Mean Streets,Drame
1973,Mean Streets,Thriller
1973,The Day of the Dolphin,Drame
1973,The Day of the Dolphin,Science-fiction
1973,The Day of the Dolphin,Thriller
1973,Scream Blacula Scream,Fantaisie
1973,Scream Blacula Scream,Horreur
1973,Dillinger,Action
1973,Dillinger,Biographie
1973,Dillinger,Policier
1973,Jonathan Livingston Seagull,Drame
1973,Jonathan Livingston Seagull,Famille
1973,Massage Parlor Murders!,Policier
1973,Massage Parlor Murders!,Mystère
1973,Massage Parlor Murders!,Thriller
1973,The Long Goodbye,Comédie
1973,The Long Goodbye,Policier
1973,The Long Goodbye,Drame
1973,The Crazies,Action
1973,The Crazies,Horreur
1973,The Crazies,Science-fiction
1973,Ganja & Hess,Drame
1973,Ganja & Hess,Fantaisie
1973,Ganja & Hess,Horreur
1973,Penelope's Education,Comédie
1973,The Amusement Park,Drame
1973,The Amusement Park,Horreur
1973,The Amusement Park,Thriller
1973,The Pickle Goes in the Middle,Comédie
1973,Diary of a Stewardess,Romance
1973,A Country Mile,Comédie musicale
1973,The 1st Notch,Western
1973,Liquid Space,Sport
1973,Bizarre Devices,Comédie
1973,Ski Party,Comédie
1973,Ski Party,Romance
1973,Supersonic Supergirls,Comédie
1973,Just Be There,Drame
1973,The Shrink,Comédie
1973,Toke,Action
1973,Toke,Policier
1973,Toke,Thriller
1973,The Lardfather,Comédie
1973,The Wednesday Children,Horreur
1973,Never Look Back,Action
1973,Never Look Back,Aventure
1973,Never Look Back,Drame
1973,"Cries of Ecstasy, Blows of Death",Drame
1973,"Cries of Ecstasy, Blows of Death",Science-fiction
1973,Intermission,Drame
1974,Blazing Saddles,Comédie
1974,Blazing Saddles,Western
1974,The Towering Inferno,Action
1974,The Towering Inferno,Drame
1974,The Towering Inferno,Thriller
1974,The Trial of Billy Jack,Action
1974,The Trial of Billy Jack,Drame
1974,The Trial of Billy Jack,Musique
1974,Young Frankenstein,Comédie
1974,Earthquake,Action
1974,Earthquake,Drame
1974,Earthquake,Thriller
1974,The Godfather: Part II,Policier
1974,The Godfather: Part II,Drame
1974,Airport 1975,Action
1974,Airport 1975,Drame
1974,Airport 1975,Thriller
1974,The Life and Times of Grizzly Adams,Aventure
1974,The Life and Times of Grizzly Adams,Famille
1974,The Life and Times of Grizzly Adams,Western
1974,Gone in 60 Seconds,Action
1974,Gone in 60 Seconds,Policier
1974,Gone in 60 Seconds,Drame
1974,Benji,Aventure
1974,Benji,Famille
1974,Benji,Romance
1974,Herbie Rides Again,Comédie
1974,Herbie Rides Again,Famille
1974,Herbie Rides Again,Fantaisie
1974,The Texas Chain Saw Massacre,Horreur
1974,Chinatown,Drame
1974,Chinatown,Mystère
1974,Chinatown,Thriller
1974,Thunderbolt and Lightfoot,Comédie
1974,Thunderbolt and Lightfoot,Policier
1974,Thunderbolt and Lightfoot,Drame
1974,Death Wish,Action
1974,Death Wish,Policier
1974,Death Wish,Drame
1974,The Groove Tube,Comédie
1974,The Four Musketeers: Milady's Revenge,Aventure
1974,The Four Musketeers: Milady's Revenge,Histoire
1974,Macon County Line,Action
1974,Macon County Line,Drame
1974,Macon County Line,Romance
1974,Alice Doesn't Live Here Anymore,Drame
1974,Alice Doesn't Live Here Anymore,Romance
1974,The Front Page,Comédie
1974,The Front Page,Drame
1974,The Front Page,Romance
1974,A Woman Under the Influence,Drame
1974,A Woman Under the Influence,Romance
1974,California Split,Comédie
1974,California Split,Drame
1974,The Sugarland Express,Policier
1974,The Sugarland Express,Drame
1974,The Conversation,Drame
1974,The Conversation,Mystère
1974,The Conversation,Thriller
1974,Three the Hard Way,Action
1974,Three the Hard Way,Thriller
1974,The Man from Clover Grove,Comédie
1974,The Man from Clover Grove,Famille
1974,Lucifer's Women,Horreur
1974,The Streak Car Company,Comédie
1974,The Devil Made Me Do It,Comédie
1974,The Devil Made Me Do It,Horreur
1974,The Minutes and Hours,Drame
1974,Ride to Ecstasy,Comédie
1974,"Young, Rich and Ripe",Policier
1974,The Deadly Touch,Action
1974,The Transformation: A Sandwich of Nightmares,Horreur
1974,Slime Town Blues,Comédie
1974,Angie Baby,Drame
1974,Apache Fire,Drame
1974,The Enemy,Drame
1974,The Enemy,Fantaisie
1974,The French Love Secret,Comédie
1974,It Happened One Weekend,Drame
1974,The Great Masquerade,Comédie
1974,The Great Masquerade,Policier
1974,Arizona Slim,Comédie
1974,Arizona Slim,Comédie musicale
1974,North of the Sun,Aventure
1974,Let's Go for Broke,Action
1974,Let's Go for Broke,Comédie
1974,Tiger Cage,Action
1975,Jaws,Aventure
1975,Jaws,Drame
1975,Jaws,Thriller
1975,The Rocky Horror Picture Show,Comédie
1975,The Rocky Horror Picture Show,Comédie musicale
1975,One Flew Over the Cuckoo's Nest,Drame
1975,Dog Day Afternoon,Biographie
1975,Dog Day Afternoon,Policier
1975,Dog Day Afternoon,Drame
1975,Shampoo,Comédie
1975,Shampoo,Drame
1975,The Return of the Pink Panther,Comédie
1975,The Return of the Pink Panther,Policier
1975,The Return of the Pink Panther,Mystère
1975,Three Days of the Condor,Mystère
1975,Three Days of the Condor,Thriller
1975,Funny Lady,Biographie
1975,Funny Lady,Comédie
1975,Funny Lady,Drame
1975,The Apple Dumpling Gang,Comédie
1975,The Apple Dumpling Gang,Famille
1975,The Apple Dumpling Gang,Western
1975,Aloha Bobby and Rose,Drame
1975,The Other Side of the Mountain,Biographie
1975,The Other Side of the Mountain,Drame
1975,The Other Side of the Mountain,Romance
1975,The Adventures of the Wilderness Family,Aventure
1975,The Adventures of the Wilderness Family,Drame
1975,The Adventures of the Wilderness Family,Famille
1975,Rollerball,Action
1975,Rollerball,Science-fiction
1975,Rollerball,Sport
1975,The Hindenburg,Aventure
1975,The Hindenburg,Drame
1975,The Hindenburg,Histoire
1975,Lucky Lady,Comédie
1975,Lucky Lady,Policier
1975,Lucky Lady,Drame
1975,The Great Waldo Pepper,Aventure
1975,The Great Waldo Pepper,Drame
1975,Escape to Witch Mountain,Aventure
1975,Escape to Witch Mountain,Famille
1975,Escape to Witch Mountain,Fantaisie
1975,The Day of the Locust,Drame
1975,The Day of the Locust,Thriller
1975,W.W. and the Dixie Dancekings,Comédie
1975,Once Is Not Enough,Drame
1975,Once Is Not Enough,Romance
1975,Breakout,Action
1975,Breakout,Aventure
1975,Breakout,Drame
1975,Nashville,Comédie
1975,Nashville,Drame
1975,Nashville,Musique
1975,Race with the Devil,Action
1975,Race with the Devil,Horreur
1975,Race with the Devil,Thriller
1975,French Connection II,Action
1975,French Connection II,Policier
1975,French Connection II,Drame
1975,"Give 'em Hell, Harry!",Biographie
1975,"Give 'em Hell, Harry!",Comédie
1975,"Give 'em Hell, Harry!",Drame
1975,The Stepford Wives,Horreur
1975,The Stepford Wives,Mystère
1975,The Stepford Wives,Science-fiction
1975,Hard Times,Policier
1975,Hard Times,Drame
1975,Hard Times,Sport
1975,Rooster Cogburn,Aventure
1975,Rooster Cogburn,Drame
1975,Rooster Cogburn,Western
1975,Death Race 2000,Action
1975,Death Race 2000,Comédie
1975,Death Race 2000,Science-fiction
1975,A Boy and His Dog,Comédie
1975,A Boy and His Dog,Drame
1975,A Boy and His Dog,Science-fiction
1975,Mahogany,Drame
1975,Mahogany,Romance
1975,"Farewell, My Lovely",Policier
1975,"Farewell, My Lovely",Mystère
1975,"Farewell, My Lovely",Thriller
1975,Bug,Horreur
1975,Bug,Mystère
1975,Bug,Science-fiction
1975,At Long Last Love,Comédie
1975,At Long Last Love,Comédie musicale
1975,Framed,Action
1975,Framed,Policier
1975,Framed,Drame
1975,Sharks' Treasure,Action
1975,Sharks' Treasure,Aventure
1975,The Giant Spider Invasion,Horreur
1975,The Giant Spider Invasion,Science-fiction
1975,Maggie's Stiletto Sisters,Action
1975,Maggie's Stiletto Sisters,Policier
1975,Maggie's Stiletto Sisters,Drame
1975,Shhh,Comédie
1975,Robin Trower at Winterland 1975,Musique
1975,Urban Peasants,Biographie
1975,The Lost Ones,Drame
1975,Survival,Aventure
1975,Survival,Drame
1975,RAH!,Comédie
1975,The Intruder,Horreur
1975,The Infidel,Drame
1975,The Infidel,Romance
1975,Guitar Picks & Roach Clips,Musique
1975,A Taste of Decadence,Drame
1975,"Bad, Black & Beautiful",Action
1976,Rocky,Drame
1976,Rocky,Sport
1976,A Star Is Born,Drame
1976,A Star Is Born,Musique
1976,A Star Is Born,Romance
1976,All the President's Men,Biographie
1976,All the President's Men,Drame
1976,All the President's Men,Histoire
1976,King Kong,Aventure
1976,King Kong,Horreur
1976,The Enforcer,Action
1976,The Enforcer,Policier
1976,The Enforcer,Thriller
1976,The Bad News Bears,Comédie
1976,The Bad News Bears,Drame
1976,The Bad News Bears,Famille
1976,Silent Movie,Comédie
1976,The Pink Panther Strikes Again,Comédie
1976,The Pink Panther Strikes Again,Policier
1976,Carrie,Horreur
1976,The Outlaw Josey Wales,Western
1976,Taxi Driver,Policier
1976,Taxi Driver,Drame
1976,Freaky Friday,Comédie
1976,Freaky Friday,Famille
1976,Freaky Friday,Fantaisie
1976,Logan's Run,Action
1976,Logan's Run,Science-fiction
1976,Marathon Man,Policier
1976,Marathon Man,Thriller
1976,"Mother, Jugs & Speed",Comédie
1976,"Mother, Jugs & Speed",Drame
1976,Across the Great Divide,Famille
1976,Across the Great Divide,Western
1976,The Pom Pom Girls,Comédie
1976,The Pom Pom Girls,Romance
1976,The Missouri Breaks,Drame
1976,The Missouri Breaks,Western
1976,Gator,Action
1976,Gator,Drame
1976,Gator,Policier
1976,Robin and Marian,Aventure
1976,Robin and Marian,Drame
1976,Robin and Marian,Romance
1976,Lipstick,Policier
1976,Lipstick,Drame
1976,Lipstick,Thriller
1976,The Omen,Horreur
1976,Sparkle,Drame
1976,Sparkle,Musique
1976,The Big Bus,Action
1976,The Big Bus,Comédie
1976,Cannonball!,Action
1976,Cannonball!,Comédie
1976,Cannonball!,Policier
1976,The Tenant,Drame
1976,The Tenant,Thriller
1976,The Last Tycoon,Drame
1976,The Last Tycoon,Romance
1976,Obsession,Drame
1976,Obsession,Mystère
1976,Obsession,Thriller
1976,The Blue Bird,Aventure
1976,The Blue Bird,Drame
1976,The Blue Bird,Famille
1976,"Please, Don't Bury Me Alive!",Policier
1976,"Please, Don't Bury Me Alive!",Drame
1976,Flabbergast,Comédie
1976,Brown Shoes Don't Make It,Comédie
1976,Sex-Export aus Amsterdam 2. Teil,Comédie
1976,Henry Phipps Goes Skiing,Comédie
1976,Bike Fever,Famille
1976,Volunteer Jam,Musique
1976,Things to Come,Science-fiction
1976,Cliffs of the Wailing River,Histoire
1976,Out There,Famille
1976,The Animal,Drame
1976,Pinocchio and His Magic Show,Famille
1976,Pinocchio and His Magic Show,Fantaisie
1976,The Astrologer,Science-fiction
1976,The Thursday Morning Murders,Action
1976,The Apparition,Drame
1976,Getting Ready,Fantaisie
1976,Held for Ransom,Policier
1976,Held for Ransom,Drame
1976,Held for Ransom,Thriller
1976,Ain't That Just Like a Honkey!,Comédie
1976,69 Minutes,Comédie
1976,Musical Holdouts,Musique
1977,Star Wars: Episode IV - A New Hope,Action
1977,Star Wars: Episode IV - A New Hope,Aventure
1977,Star Wars: Episode IV - A New Hope,Fantaisie
1977,Close Encounters of the Third Kind,Drame
1977,Close Encounters of the Third Kind,Science-fiction
1977,Smokey and the Bandit,Action
1977,Smokey and the Bandit,Comédie
1977,The Goodbye Girl,Comédie
1977,The Goodbye Girl,Drame
1977,The Goodbye Girl,Romance
1977,Saturday Night Fever,Drame
1977,Saturday Night Fever,Musique
1977,The Rescuers,Animation
1977,The Rescuers,Aventure
1977,The Rescuers,Comédie
1977,A Bridge Too Far,Drame
1977,A Bridge Too Far,Histoire
1977,A Bridge Too Far,Guerre
1977,"Oh, God!",Comédie
1977,"Oh, God!",Fantaisie
1977,Pete's Dragon,Animation
1977,Pete's Dragon,Aventure
1977,Pete's Dragon,Comédie
1977,Annie Hall,Comédie
1977,Annie Hall,Romance
1977,Semi-Tough,Comédie
1977,Semi-Tough,Romance
1977,Semi-Tough,Sport
1977,The Gauntlet,Action
1977,The Gauntlet,Policier
1977,The Gauntlet,Thriller
1977,The Turning Point,Drame
1977,The Turning Point,Romance
1977,Heroes,Comédie
1977,Heroes,Drame
1977,High Anxiety,Comédie
1977,High Anxiety,Mystère
1977,High Anxiety,Thriller
1977,Exorcist II: The Heretic,Horreur
1977,Airport '77,Action
1977,Airport '77,Drame
1977,Airport '77,Thriller
1977,Slap Shot,Comédie
1977,Slap Shot,Drame
1977,Slap Shot,Sport
1977,The Hills Have Eyes,Horreur
1977,The Hills Have Eyes,Thriller
1977,The Other Side of Midnight,Drame
1977,The Other Side of Midnight,Romance
1977,The Other Side of Midnight,Thriller
1977,For the Love of Benji,Aventure
1977,For the Love of Benji,Comédie
1977,For the Love of Benji,Drame
1977,The World's Greatest Lover,Comédie
1977,The Bad News Bears in Breaking Training,Comédie
1977,The Bad News Bears in Breaking Training,Famille
1977,The Bad News Bears in Breaking Training,Sport
1977,Which Way Is Up?,Comédie
1977,Kingdom of the Spiders,Horreur
1977,Kingdom of the Spiders,Science-fiction
1977,Looking for Mr. Goodbar,Drame
1977,Sinbad and the Eye of the Tiger,Action
1977,Sinbad and the Eye of the Tiger,Aventure
1977,Sinbad and the Eye of the Tiger,Famille
1977,"New York, New York",Drame
1977,"New York, New York",Musique
1977,"New York, New York",Comédie musicale
1977,Black Sunday,Aventure
1977,Black Sunday,Policier
1977,Black Sunday,Drame
1977,Sorcerer,Aventure
1977,Sorcerer,Drame
1977,Sorcerer,Thriller
1977,Bobby Deerfield,Drame
1977,Bobby Deerfield,Romance
1977,Wizards,Animation
1977,Wizards,Aventure
1977,Wizards,Fantaisie
1977,Damnation Alley,Science-fiction
1977,Islands in the Stream,Drame
1977,The Island of Dr. Moreau,Aventure
1977,The Island of Dr. Moreau,Fantaisie
1977,The Island of Dr. Moreau,Horreur
1977,Eraserhead,Horreur
1977,The Deep,Aventure
1977,The Deep,Mystère
1977,The Deep,Thriller
1977,Thunder and Lightning,Action
1977,Thunder and Lightning,Aventure
1977,Thunder and Lightning,Comédie
1977,"Race for Your Life, Charlie Brown",Animation
1977,"Race for Your Life, Charlie Brown",Aventure
1977,"Race for Your Life, Charlie Brown",Comédie
1977,Citizens Band,Comédie
1977,Citizens Band,Drame
1977,Martin,Drame
1977,Martin,Horreur
1977,Who Cares?,Comédie
1977,The Great Balloon Race,Aventure
1977,Ride the Wind,Famille
1977,The Intercessors,Drame
1977,Out to Lunch,Comédie
1978,Grease,Comédie musicale
1978,Grease,Romance
1978,Superman,Action
1978,Superman,Aventure
1978,Superman,Drame
1978,Every Which Way but Loose,Action
1978,Every Which Way but Loose,Comédie
1978,Jaws 2,Aventure
1978,Jaws 2,Drame
1978,Jaws 2,Horreur
1978,Heaven Can Wait,Comédie
1978,Heaven Can Wait,Fantaisie
1978,Heaven Can Wait,Romance
1978,Hooper,Action
1978,Hooper,Comédie
1978,The Deer Hunter,Drame
1978,The Deer Hunter,Guerre
1978,Halloween,Horreur
1978,Halloween,Thriller
1978,Convoy,Action
1978,Convoy,Drame
1978,Foul Play,Comédie
1978,Foul Play,Mystère
1978,Foul Play,Thriller
1978,Up in Smoke,Comédie
1978,Up in Smoke,Musique
1978,Midnight Express,Biographie
1978,Midnight Express,Policier
1978,Midnight Express,Drame
1978,Coming Home,Drame
1978,Coming Home,Romance
1978,Coming Home,Guerre
1978,House Calls,Comédie
1978,House Calls,Drame
1978,House Calls,Romance
1978,Magic,Drame
1978,Magic,Horreur
1978,Invasion of the Body Snatchers,Horreur
1978,Invasion of the Body Snatchers,Science-fiction
1978,An Unmarried Woman,Comédie
1978,An Unmarried Woman,Drame
1978,An Unmarried Woman,Romance
1978,The Wiz,Aventure
1978,The Wiz,Famille
1978,The Wiz,Fantaisie
1978,Ice Castles,Drame
1978,Ice Castles,Romance
1978,Ice Castles,Sport
1978,F.I.S.T.,Policier
1978,F.I.S.T.,Drame
1978,F.I.S.T.,Thriller
1978,Sgt. Pepper's Lonely Hearts Club Band,Aventure
1978,Sgt. Pepper's Lonely Hearts Club Band,Comédie
1978,Sgt. Pepper's Lonely Hearts Club Band,Fantaisie
1978,Eyes of Laura Mars,Mystère
1978,Eyes of Laura Mars,Thriller
1978,"Same Time, Next Year",Comédie
1978,"Same Time, Next Year",Drame
1978,"Same Time, Next Year",Romance
1978,The Boys from Brazil,Drame
1978,The Boys from Brazil,Thriller
1978,Good Guys Wear Black,Action
1978,The Betsy,Drame
1978,The One and Only,Comédie
1978,The One and Only,Romance
1978,Corvette Summer,Aventure
1978,Corvette Summer,Comédie
1978,The Buddy Holly Story,Biographie
1978,The Buddy Holly Story,Drame
1978,The Buddy Holly Story,Musique
1978,The Bad News Bears Go to Japan,Comédie
1978,The Bad News Bears Go to Japan,Famille
1978,The Bad News Bears Go to Japan,Sport
1978,The Other Side of the Mountain: Part II,Biographie
1978,The Other Side of the Mountain: Part II,Drame
1978,The Other Side of the Mountain: Part II,Romance
1978,Moment by Moment,Drame
1978,Moment by Moment,Romance
1978,The Swarm,Horreur
1978,The Swarm,Thriller
1978,Game of Death,Action
1978,Game of Death,Policier
1978,Game of Death,Drame
1978,Straight Time,Policier
1978,Straight Time,Drame
1978,The Brink's Job,Comédie
